No,R,dR,VE,PE,DE,Xp,dXp,Fw,Ec,I1,Tm,Ss,Cp,Hmix,absHmix,Sc,B,G,v,c11,c12,c44,dB,dG,2G/1-v,H-TS,Fw6,B/G,R dR,R VE,R DE,R v,R dG,dR Ec,dR Tm,VE^2,VE DE,VE Xp,VE Fw,VE I1,VE Ss,VE Cp,VE B,VE G,VE v,VE c11,VE c12,VE c44,DE^2,DE Xp,DE Fw,DE Ec,DE I1,DE Tm,DE Ss,DE Cp,DE Sc,DE B,DE G,DE v,DE c11,DE c12,DE c44,Xp G,dXp dG,Fw I1,Fw Cp,Fw G,Fw c44,I1^2,I1 Cp,I1 G,I1 c44,Ss G,Ss c44,Cp G,Cp c44,G^2,G c12,G c44,c12 c44,c44^2,HV
M-029,139.65874,0.041594775,4.8824,0.0588,3.2942,1.725297,0.140972238,4.376473,5.975947,6.80567932,2354.475112,31.00595,24.64707,-6.2547446,7.14060204,-1.528433086,176.1788,56.7067,0.360588,283.0633,125.9425,45.4121,0.320371401,0.709260272,177.3713975,23.66629453,7.026604686,3.106842754,0.511077728,0.156738167,0.256659605,0.801101885,0.870892344,0.543059752,0.572309621,0.110322914,0.129742923,0.204876205,0.158638227,0.152539156,0.128205138,0.158093658,0.313401737,0.118983055,0.249794889,0.314344513,0.232982489,0.112919265,0.128280477,0.239668487,0.216742766,0.431396046,0.208037007,0.419826355,0.228509826,0.230652216,0.742781766,0.309471825,0.126927236,0.293015434,0.286595216,0.241703713,0.114867837,0.207437602,0.653320628,0.189426509,0.185713815,0.182005257,0.183958944,0.175522183,0.175053094,0.183444945,0.1702534,0.219896791,0.192702746,0.193385788,0.183129277,0.100623233,0.18381358,0.09484317,0.16282757,0.090202116,460
M-030,148.52,0.047204553,4.34,0.06,2.48,1.4936,0.069084424,4.2322,6.3204,6.85753,2358.06838,36.014,25.084,-3.12,4.464,-1.519249346,134.66,43.76,0.3462,198.16,105.64,39.24,0.309331534,0.402908829,133.8635668,26.66664507,5.746416456,3.077239488,0.628733644,0.095577133,0.124422091,0.854570745,0.391756515,0.661629057,0.657745517,0.043311564,0.049277072,0.041294253,0.055489155,0.080454931,0.160062129,0.076319547,0.104667294,0.041449087,0.086712542,0.086691089,0.094804182,0.05837088,0.045000664,0.070315631,0.083075313,0.248582288,0.095033991,0.226879672,0.153057746,0.101780735,0.877465897,0.100983421,0.041922193,0.109484421,0.080873023,0.09146288,0.04679938,0.056515251,0.144269514,0.117791807,0.097860209,0.070690339,0.116079701,0.212669008,0.292519671,0.087333506,0.119079346,0.163401833,0.194519218,0.090533783,0.129744245,0.037595848,0.064177746,0.045180226,0.081102091,0.055946943,490
M-031,141.125,0.040691228,4.25,0.25,2.25,1.595,0.021028852,4.3025,5.28,6.58025,1952.86825,31.075,24.7,-16.25,17.25,-1.386294361,137.25,33.75,0.3775,202.25,108,27.75,0.296512085,0.477935662,108.4337349,6.259432143,6.343446392,4.066666667,0.504564723,0.022111877,0.051194811,0.948390647,0.484721841,0.462752448,0.454356818,0.032954888,0.031117665,0.066279907,0.052665465,0.043114495,0.003074068,0.0485949,0.103825622,0,0.151096188,0.086494012,0.095265648,0.002819268,0.025729596,0.060443885,0.055284831,0.07564806,0.049079637,0.079846003,0.038948031,0.056751069,0.946398282,0.079708857,0.006534597,0.104355944,0.063905934,0.072804992,0.001389847,0.002939123,0.018795507,0.050997731,0.103586529,0,0.01910726,0.017297786,0.031927411,0,0.008350322,0,0,0,0.011538889,0,0.01773799,0,0.021479162,0.0054825,448
M-032,145.87,0.034595152,4.2,0.2,2.3,1.547,0.052439149,4.275,5.839,6.69161,2133.7946,33.84,24.83,-12.2,13.88,-1.504788284,131.5,38.7,0.359,190.4,105.5,34.8,0.308547578,0.486042322,120.74883,14.49710383,6.104030773,3.397932817,0.436408308,0.043223346,0.077098722,0.902550431,0.526879173,0.432150964,0.418301154,0.027294953,0.032592257,0.042573002,0.041297365,0.045998795,0.068243328,0.043683732,0.080350176,0.01703455,0.090057278,0.060378889,0.08122027,0.03275973,0.029759532,0.05782147,0.060462112,0.146273881,0.061296078,0.131798664,0.085502996,0.067164483,0.910065478,0.074325553,0.020730445,0.091159913,0.055909675,0.072461062,0.02430768,0.0309973,0.1277101,0.078724629,0.097229396,0.035764586,0.080135534,0.094793116,0.13142793,0.041294067,0.072705432,0.080842688,0.111339116,0.043645339,0.082199607,0.017377674,0.038533157,0.023742369,0.05649547,0.034394085,408
M-033,147.124,0.048441604,4.3,0.1,2.4,1.5142,0.06585749,4.249,6.0664,6.803434,2263.0473,34.916,25.01,-5.9936,7.3376,-1.657193583,134,42.62,0.3488,198.04,105.12,37.88,0.306733667,0.419509016,130.8968059,25.18833141,5.884646599,3.14406382,0.640100541,0.075989481,0.102464726,0.849479646,0.414724918,0.650945919,0.646978472,0.038681804,0.042574108,0.043724011,0.052152289,0.069913495,0.120141621,0.066899514,0.098441693,0.035516846,0.085026269,0.083009307,0.089096282,0.050501755,0.038085116,0.064322322,0.072908038,0.197756854,0.080869813,0.184743503,0.120604319,0.086952685,0.855196894,0.090528346,0.035149452,0.097525222,0.073344015,0.081931902,0.03846264,0.052682555,0.142809671,0.107020069,0.103367247,0.063427711,0.105444059,0.173919961,0.241391231,0.075999311,0.104515553,0.136172073,0.162536654,0.079647944,0.115143205,0.032824225,0.057405508,0.039236101,0.07261967,0.049070539,530
M-034,148.064,0.051954652,4.34,0.06,2.48,1.4988,0.071120436,4.2342,6.2088,6.825474,2314.46838,35.51,25.064,-3.2832,4.5376,-1.61932983,134.06,42.48,0.349,198.6,104.56,37.12,0.305062324,0.410097761,130.5069124,27.87861218,5.762729134,3.155838041,0.695484024,0.092331483,0.122791895,0.867539981,0.402517181,0.719324266,0.714813699,0.043311564,0.049277072,0.043195861,0.055787605,0.077561824,0.145891229,0.075700839,0.102696151,0.036495268,0.094393048,0.087523877,0.09066371,0.048610008,0.045000664,0.071419013,0.083244395,0.2359689,0.09337423,0.215945804,0.145704259,0.10144403,0.851086585,0.099724426,0.03847501,0.113354885,0.081382022,0.088830934,0.039954171,0.048657242,0.153664442,0.106327707,0.096083506,0.061264908,0.097593931,0.189670201,0.266669547,0.075981149,0.098943115,0.142477924,0.160952245,0.079233941,0.108418368,0.032246919,0.05557673,0.037060495,0.06739223,0.045333476,500
M-035,128.60532,0.034920488,7.7265,0,5.9085,1.753461,0.078466346,4.61772,4.142313,7.45341822,1827.2718,28.62441,25.11567,-6.21363312,6.74245296,-1.767684691,203.1615,118.5336,0.32724,347.4198,163.8927,110.5344,0.308011184,0.40482219,352.3800464,20.64253768,9.695396466,1.713957055,0.382029004,0.668092666,0.688830939,0.383071429,0.296725294,0.295561685,0.354374636,0.590727114,0.576936256,0.636675254,0.650707094,0.6591294,0.580297487,0.68356273,0.850509298,0.688794482,0.735126121,0.882290204,0.808414813,0.783734157,0.554455024,0.639820009,0.655360973,0.649644358,0.659399251,0.727262874,0.622608575,0.686857214,0.167856304,0.834062859,0.684610473,0.70862691,0.809150924,0.785584452,0.770401789,0.718667636,0.171998327,0.624714823,0.603168766,0.710842776,0.831462068,0.659813341,0.709795367,0.740520343,0.829344669,0.726571397,0.81275975,0.734905617,0.838431527,0.625623504,0.767275481,0.704141936,0.806479029,0.756028256,186
M-036,126.15,0.013655516,8.25,0,6.5,1.82,0.05312934,4.7875,4.3025,7.54745,1859.25,27.75,24.85,-3.75,3.75,-1.386294361,187,126.5,0.3225,345,153.25,106.5,0.319717232,0.36089792,373.4317343,17.68035595,12.04072734,1.47826087,0.11099935,0.745285579,0.775481903,0.312270395,0.216878056,0.090976711,0.109006278,0.702769684,0.697519661,0.760276714,0.781986052,0.75640212,0.630642202,0.761658677,0.830088344,0.802737262,0.818684574,0.952900542,0.806644171,0.80981141,0.684469244,0.765565509,0.78609097,0.808760664,0.764203747,0.857574741,0.688780508,0.775982622,0.320207349,0.846856108,0.81697933,0.799342289,0.897670741,0.812867882,0.821383468,0.822699684,0.083167139,0.785906386,0.757193787,0.813831304,0.830323259,0.733774818,0.71959399,0.820318573,0.803667599,0.76296567,0.739096376,0.791983794,0.787165828,0.720211455,0.765344062,0.725569794,0.713296589,0.698621499,113
M-037,148.3,0.072845331,4.4,0,2.6,1.486,0.087906626,4.206,6.046,6.7206,2226.4,34.8,25.08,-0.16,0.8,-1.33217904,130.8,35.8,0.364,198.6,98.6,26.2,0.290415239,0.379888268,112.5786164,24.50050281,5.53624894,3.653631285,1,0.108604079,0.149289038,0.984084059,0.348960579,1,0.982631934,0.050336582,0.059513007,0.046027714,0.060256519,0.07648219,0.139455446,0.086921967,0.097926955,0.012557992,0.149342287,0.092720517,0.073040383,0,0.055799123,0.083960061,0.098065785,0.250633477,0.104781531,0.220876239,0.159913282,0.122143778,0.909783569,0.106164253,0.025150188,0.158435985,0.092498653,0.085933278,0.008788261,0,0.183496948,0.046799615,0.063164941,0.009484061,0,0.115180574,0.197385213,0.020728887,0,0.061077934,0.017454298,0.022025303,0.000334598,0.006908743,0.012270502,8.09E-05,0,0,305
M-038,145.375,0.069846324,4.5,0,2.75,1.525,0.076822128,4.245,5.995,6.742275,2251.25,33.75,25,-0.25,1.25,-1.386294361,140,36.25,0.37,212.25,106.5,26.25,0.265393431,0.418536036,115.0793651,25.69868298,5.851485962,3.862068966,0.936455015,0.111338799,0.169760548,0.974361376,0.404031787,0.948331032,0.951074564,0.062259285,0.073653962,0.073336788,0.080752624,0.092486212,0.131389663,0.102232835,0.139166528,0.01755622,0.189413391,0.128169401,0.113153629,0.003018181,0.070014614,0.112207706,0.123228646,0.285572681,0.127072671,0.261556431,0.173635767,0.14618831,0.87272876,0.144171013,0.032325485,0.198065883,0.123904115,0.121814966,0.014084003,0.009677565,0.174735167,0.080070504,0.096032608,0.015328626,0.002563756,0.130481279,0.197501381,0.024994667,0.00115866,0.054134328,0.008335848,0.024900568,0,0.00847981,0.027978844,0.000868205,0.011023335,0.000171938,335
M-039,126.5544,0.024414818,8.124,0.024,6.344,1.81496,0.055532834,4.77532,4.2806,7.5099704,1837.031352,27.7632,24.8344,-5.024448,5.024448,-1.466245799,184.504,124.04,0.32364,339.216,151.324,104.712,0.331550689,0.384978743,366.7869182,17.37098619,11.85809368,1.487455659,0.244849876,0.724605754,0.750811744,0.326147941,0.255897197,0.199956642,0.233297704,0.675131465,0.665965759,0.737503848,0.757842689,0.730294372,0.608684722,0.738436949,0.796903277,0.770702196,0.798855294,0.913450726,0.775765253,0.780165644,0.648976325,0.738537628,0.757997473,0.7718402,0.734658065,0.813992354,0.663804942,0.748994865,0.289284411,0.808776055,0.778602227,0.775331453,0.855449889,0.777368895,0.784984348,0.798987981,0.09872197,0.760453406,0.737779153,0.790342996,0.80988999,0.704183791,0.690777914,0.794325571,0.781365732,0.742314567,0.722063685,0.770360664,0.76894672,0.690346611,0.73609281,0.697568821,0.688597925,0.673862016,117
M-040,127.538268,0.029915825,7.44441,0.04761,5.71428,1.7782377,0.055719435,4.5926553,4.2058383,7.408802211,1857.29798,26.648925,24.675948,-4.887442732,4.887442732,-1.154667683,187.9197,108.76158,0.3398376,324.79239,144.26904,101.04723,0.315502815,0.442054159,329.4994686,12.94351764,9.383894251,1.727813259,0.31589007,0.595568289,0.644035205,0.446600739,0.349466318,0.250713166,0.301708077,0.533396835,0.529861512,0.610538599,0.599502779,0.608499575,0.432709982,0.609728774,0.721237439,0.594105424,0.736055574,0.766089138,0.638528401,0.675729917,0.514467843,0.622795599,0.619905584,0.629522645,0.623853742,0.708726148,0.523489536,0.636686417,0.576648144,0.726985716,0.598972068,0.713325456,0.717363512,0.644115059,0.671868665,0.651561566,0.121666238,0.587910285,0.466811687,0.626260966,0.7351863,0.625044602,0.589466585,0.653539091,0.733041131,0.573278889,0.646375814,0.634358513,0.726618277,0.517996155,0.589845096,0.581899596,0.622789082,0.624423944,443
M-041,126.702036,0.033828789,8.29389,0.05882,6.35277,1.8322992,0.050939469,4.7957411,4.2792861,7.573562159,1762.328092,28.34623,25.069844,-6.130999178,6.130999178,-1.478731744,166.70077,121.29061,0.3152842,302.87299,150.34866,103.58526,0.353772776,0.452674794,354.2801554,15.53667507,12.16562364,1.374391389,0.361979798,0.761874713,0.753763678,0.275075893,0.361391402,0.295827185,0.327603968,0.712496886,0.683366237,0.775602827,0.791561015,0.767794395,0.670569535,0.78242977,0.708858418,0.769159494,0.789805237,0.807130013,0.791329185,0.789124141,0.650948792,0.749324109,0.763847505,0.773170681,0.744467417,0.76763284,0.687027792,0.760626929,0.279487349,0.714451496,0.760816383,0.74732624,0.749142274,0.772584343,0.776860614,0.785571739,0.110575299,0.803516107,0.822005984,0.771513668,0.803106451,0.754478051,0.783185512,0.779843425,0.778965683,0.740573962,0.732343515,0.756741277,0.767525515,0.657662539,0.710714572,0.672995313,0.67449931,0.658474704,190
M-042,126.829452,0.033102435,8.16645,0.05555,6.27762,1.8227245,0.054273374,4.7793045,4.2693207,7.528716571,1782.753215,28.093617,24.977034,-6.283360504,6.283360504,-1.505050851,171.82852,121.71888,0.3194344,313.76901,149.71812,103.49715,0.355513281,0.438610799,357.6991843,16.02555916,11.91758361,1.411683381,0.353382568,0.737100078,0.741190969,0.303697807,0.340301873,0.287638531,0.32374686,0.6843954,0.661840137,0.749338633,0.7659315,0.74010743,0.633801258,0.754254143,0.724475536,0.758494381,0.785831361,0.829102638,0.769855033,0.774356322,0.63413512,0.732400025,0.748044395,0.755663602,0.726707166,0.767206338,0.665165784,0.74388248,0.273738024,0.731087917,0.75383767,0.748641535,0.770431503,0.757591966,0.766005415,0.783802535,0.115837688,0.771682682,0.777962618,0.771607755,0.798694447,0.718965921,0.733084537,0.777363415,0.772169018,0.734806473,0.722229331,0.75654925,0.762852819,0.662705539,0.710127605,0.674942281,0.670423092,0.657278449,191
M-043,127.27,0.031260942,8.4,0.05,6.7,1.8215,0.056636676,4.7415,4.135,7.49621,1737.73915,28.595,24.75,-0.71,9.11,-1.721904941,175.5,110.05,0.3275,308.2,145.3,98.5,0.338672031,0.478860954,327.2862454,24.16882673,11.36303984,1.594729668,0.331864848,0.79174795,0.822668904,0.362667187,0.405253103,0.258913054,0.293793753,0.736226933,0.737673926,0.78434173,0.793391975,0.770994224,0.703593808,0.782240676,0.778198242,0.696436857,0.875804859,0.840659916,0.767959754,0.755468236,0.731234223,0.797569239,0.808225015,0.796831705,0.788551051,0.812852271,0.754739626,0.805172765,0.051753334,0.813308289,0.724767402,0.853965777,0.81484643,0.790645114,0.779330009,0.684334251,0.139234607,0.730459834,0.673946224,0.66567482,0.741341255,0.693356601,0.663998628,0.674996671,0.71990248,0.650301102,0.690094745,0.648053366,0.704643488,0.531656946,0.604061717,0.573209941,0.608981064,0.591099006,110
M-044,126.94356,0.032416319,8.05239,0.05263,6.21034,1.8141561,0.056731496,4.7645939,4.2603985,7.488580599,1801.023494,27.867585,24.89399,-6.37080887,6.37080887,-1.513648094,176.41576,122.1016,0.3231482,323.51661,149.15342,103.41795,0.354633731,0.425784685,360.7927171,16.29548077,11.69917783,1.444827586,0.345225123,0.714882297,0.729911819,0.32935685,0.321019528,0.279973093,0.319717525,0.659613312,0.642817298,0.726007022,0.743115084,0.715529116,0.601250117,0.729180934,0.737600957,0.748862252,0.781704339,0.84772567,0.75075329,0.761156279,0.619251989,0.717354671,0.733968689,0.740047726,0.710927938,0.766551185,0.645787375,0.728973877,0.278825565,0.745410422,0.747525771,0.749517971,0.788821864,0.744247482,0.756299076,0.782182417,0.118310682,0.743309708,0.738682324,0.771665994,0.794747459,0.687362064,0.688443043,0.775102572,0.766091418,0.729584819,0.713189174,0.756350184,0.758673735,0.667227215,0.709574271,0.676675217,0.666775156,0.656204032,189
M-045,127.14078,0.033835415,7.9413,0.0588,6.1178,1.807652,0.0586522,4.757659,4.248845,7.45562498,1804.814312,27.78234,24.81178,-6.75320412,6.75320412,-1.528433086,180.8848,120.473,0.325293,330.8292,148.5313,102.1194,0.348020423,0.41859623,357.1120501,16.18265932,11.59737946,1.501455098,0.363515386,0.69432314,0.714716947,0.346353123,0.310878615,0.293441597,0.336859301,0.63581159,0.62126868,0.704673284,0.72302227,0.692787008,0.576808098,0.704815215,0.74963065,0.72523328,0.769780321,0.857377575,0.731752371,0.738028339,0.599043033,0.699586181,0.717492005,0.718858645,0.692250476,0.752043015,0.627547335,0.709921307,0.284099455,0.754730352,0.724435888,0.7401636,0.795724855,0.726944222,0.73349573,0.764810699,0.121105916,0.723698953,0.70966268,0.756473102,0.780422478,0.661538462,0.649051687,0.75700244,0.749332816,0.712334713,0.697336676,0.739053868,0.742568203,0.648084311,0.694477891,0.657871824,0.653420064,0.638705367,137
M-046,126.567924,0.037740051,8.53839,0.07692,6.46149,1.853059,0.04155222,4.8368761,4.2945747,7.667542913,1704.713573,29.007404,25.245904,-6.058920712,6.058920712,-1.285286972,156.84477,117.84521,0.3053814,279.07457,151.46022,102.153,0.332946193,0.487211542,339.3091115,12.15853247,12.80530056,1.330938865,0.410002107,0.8108021,0.772371625,0.209618403,0.414059126,0.337064887,0.357738721,0.767629241,0.720897181,0.828287384,0.843954346,0.822988911,0.752043758,0.836836426,0.676009044,0.769371181,0.785085833,0.750807894,0.832185494,0.803018809,0.675627351,0.777845273,0.790681971,0.79887576,0.7743363,0.74936301,0.730292428,0.786851919,0.395247624,0.675902608,0.750960786,0.730766882,0.692773184,0.795704512,0.779473991,0.767603051,0.090719537,0.875496416,0.918924134,0.750875433,0.797566377,0.829583233,0.885036588,0.763027952,0.777369299,0.734453139,0.741857191,0.734239799,0.760437462,0.617738695,0.692333551,0.642568915,0.669214195,0.639155359,138
M-047,139.65874,0.041594775,4.8824,0.0588,3.2942,1.725297,0.140972238,4.376473,5.975947,6.80567932,2354.475112,31.00595,24.64707,-6.2547446,7.14060204,-1.528433086,176.1788,56.7067,0.360588,283.0633,125.9425,45.4121,0.320371401,0.709260272,177.3713975,23.66629453,7.026604686,3.106842754,0.511077728,0.156738167,0.256659605,0.801101885,0.870892344,0.543059752,0.572309621,0.110322914,0.129742923,0.204876205,0.158638227,0.152539156,0.128205138,0.158093658,0.313401737,0.118983055,0.249794889,0.314344513,0.232982489,0.112919265,0.128280477,0.239668487,0.216742766,0.431396046,0.208037007,0.419826355,0.228509826,0.230652216,0.742781766,0.309471825,0.126927236,0.293015434,0.286595216,0.241703713,0.114867837,0.207437602,0.653320628,0.189426509,0.185713815,0.182005257,0.183958944,0.175522183,0.175053094,0.183444945,0.1702534,0.219896791,0.192702746,0.193385788,0.183129277,0.100623233,0.18381358,0.09484317,0.16282757,0.090202116,460
M-048,141.23525,0.039569409,4.6471,0.0588,2.8236,1.569999,0.031959504,4.294118,6.277131,6.91325848,2445.065612,34.01779,24.95296,-4.81489684,6.143683,-1.528433086,160.1784,42.1181,0.372353,234.3562,125.9425,36.706,0.222609646,0.441557248,134.2095159,26.25738057,6.269657931,3.803077537,0.489491975,0.114859628,0.168334302,0.91376797,0.422588709,0.542617216,0.564747684,0.080284516,0.084944821,0.109859187,0.110071432,0.129634256,0.171615388,0.126887755,0.225737115,0.046628895,0.230724314,0.186586553,0.206804846,0.058662464,0.0772812,0.132682151,0.138606969,0.341986615,0.147512454,0.333649677,0.192698001,0.157777326,0.819228818,0.201096316,0.053215743,0.216947735,0.16030682,0.183463119,0.055038032,0.0600724,0.047450817,0.18016964,0.148843384,0.063017112,0.098521316,0.252908318,0.306040518,0.077355133,0.099450712,0.119014836,0.13641949,0.074520421,0.102702384,0.030763386,0.096552019,0.035273693,0.105896576,0.043329626,450
M-049,131.31576,0.0554838,7.39017,0.02439,5.6097,1.7343729,0.085406417,4.5592227,4.2021531,7.332080337,1784.551008,29.446047,24.992433,-9.256209876,14.7290332,-2.143377304,180.68112,95.58441,0.3285333,298.26531,145.31562,91.75518,0.346212322,0.540963048,284.7033516,22.546471,8.981416523,1.890278132,0.65566483,0.630006306,0.655355018,0.436461315,0.528565067,0.506341689,0.579205755,0.522617805,0.513485128,0.575096633,0.582442352,0.588352218,0.55726491,0.616859979,0.673028392,0.502005378,0.671604622,0.672912293,0.638448238,0.597065582,0.49348982,0.585830545,0.597139298,0.608534994,0.598691844,0.64781925,0.599406329,0.631220225,0,0.676000727,0.506348293,0.658170254,0.632106273,0.635058255,0.590244422,0.523182939,0.273854698,0.531773116,0.498620234,0.513638774,0.640154997,0.565744259,0.601210101,0.536022153,0.635889505,0.54730645,0.649563534,0.533244846,0.647417791,0.387518442,0.504307742,0.4534231,0.558170597,0.506966789,494
